pokedex_number,name,generation,type1,type2,ability1,ability2,base_total,hp,attack,defense,sp_attack,sp_defense,speed,normal,fire,water,grass,electric,rock,ground,flying,fighting,ice,bug,steel,poison,psychic,dark,ghost,fairy,dragon
488,Cresselia,4,psychic,-,Levitate,-,600,120,70,120,75,130,85,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0
489,Phione,4,water,-,Hydration,-,480,80,80,80,80,80,80,1.0,0.5,0.5,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
490,Manaphy,4,water,-,Hydration,-,600,100,100,100,100,100,100,1.0,0.5,0.5,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
491,Darkrai,4,dark,-,Bad Dreams,-,600,70,90,90,135,90,125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.5,0.5,2.0,1.0
492,Shaymin,4,grass,grass,Natural Cure,Serene Grace,600,100,103,75,120,75,127,1.0,2.0,0.5,0.5,0.5,1.0,0.5,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
493,Arceus,4,normal,-,Multitype,-,720,120,120,120,120,120,120,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
494,Victini,5,psychic,fire,Victory Star,-,600,100,100,100,100,100,100,1.0,0.5,2.0,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,0.5,1.0,0.5,2.0,2.0,0.5,1.0
495,Snivy,5,grass,-,Overgrow,Contrary,308,45,45,55,45,55,63,1.0,2.0,0.5,0.5,0.5,1.0,0.5,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
496,Servine,5,grass,-,Overgrow,Contrary,413,60,60,75,60,75,83,1.0,2.0,0.5,0.5,0.5,1.0,0.5,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
497,Serperior,5,grass,-,Overgrow,Contrary,528,75,75,95,75,95,113,1.0,2.0,0.5,0.5,0.5,1.0,0.5,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
498,Tepig,5,fire,-,Blaze,Thick Fat,308,65,63,45,45,45,45,1.0,0.5,2.0,0.5,1.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.5,1.0
499,Pignite,5,fire,fighting,Blaze,Thick Fat,418,90,93,55,70,55,55,1.0,0.5,2.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.25,0.5,1.0,2.0,0.5,1.0,1.0,1.0
500,Emboar,5,fire,fighting,Blaze,Reckless,528,110,123,65,100,65,65,1.0,0.5,2.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.25,0.5,1.0,2.0,0.5,1.0,1.0,1.0
501,Oshawott,5,water,-,Torrent,Shell Armor,308,55,55,45,63,45,45,1.0,0.5,0.5,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
502,Dewott,5,water,-,Torrent,Shell Armor,413,75,75,60,83,60,60,1.0,0.5,0.5,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
503,Samurott,5,water,-,Torrent,Shell Armor,528,95,100,85,108,70,70,1.0,0.5,0.5,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
504,Patrat,5,normal,-,Run Away,Keen Eye,255,45,55,39,35,39,42,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
505,Watchog,5,normal,-,Illuminate,Keen Eye,420,60,85,69,60,69,77,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
506,Lillipup,5,normal,-,Vital Spirit,Pickup,275,45,60,45,25,45,55,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
507,Herdier,5,normal,-,Intimidate,Sand Rush,370,65,80,65,35,65,60,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
508,Stoutland,5,normal,-,Intimidate,Sand Rush,500,85,110,90,45,90,80,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
509,Purrloin,5,dark,-,Limber,Unburden,281,41,50,37,50,37,66,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.5,0.5,2.0,1.0
510,Liepard,5,dark,-,Limber,Unburden,446,64,88,50,88,50,106,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.5,0.5,2.0,1.0
511,Pansage,5,grass,-,Gluttony,Overgrow,316,50,53,48,53,48,64,1.0,2.0,0.5,0.5,0.5,1.0,0.5,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
512,Simisage,5,grass,-,Gluttony,Overgrow,498,75,98,63,98,63,101,1.0,2.0,0.5,0.5,0.5,1.0,0.5,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
513,Pansear,5,fire,-,Gluttony,Blaze,316,50,53,48,53,48,64,1.0,0.5,2.0,0.5,1.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.5,1.0
514,Simisear,5,fire,-,Gluttony,Blaze,498,75,98,63,98,63,101,1.0,0.5,2.0,0.5,1.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.5,1.0
515,Panpour,5,water,-,Gluttony,Torrent,316,50,53,48,53,48,64,1.0,0.5,0.5,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
516,Simipour,5,water,-,Gluttony,Torrent,498,75,98,63,98,63,101,1.0,0.5,0.5,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
517,Munna,5,psychic,-,Forewarn,Synchronize,292,76,25,45,67,55,24,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0
518,Musharna,5,psychic,-,Forewarn,Synchronize,487,116,55,85,107,95,29,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0
519,Pidove,5,normal,flying,Big Pecks,Super Luck,264,50,55,50,36,30,43,1.0,1.0,1.0,0.5,2.0,2.0,0.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.0,1.0,1.0
520,Tranquill,5,normal,flying,Big Pecks,Super Luck,358,62,77,62,50,42,65,1.0,1.0,1.0,0.5,2.0,2.0,0.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.0,1.0,1.0
521,Unfezant,5,normal,flying,Big Pecks,Super Luck,488,80,115,80,65,55,93,1.0,1.0,1.0,0.5,2.0,2.0,0.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.0,1.0,1.0
522,Blitzle,5,electric,-,Lightningrod,Motor Drive,295,45,60,32,50,32,76,1.0,1.0,1.0,1.0,0.5,1.0,2.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
523,Zebstrika,5,electric,-,Lightningrod,Motor Drive,497,75,100,63,80,63,116,1.0,1.0,1.0,1.0,0.5,1.0,2.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
524,Roggenrola,5,rock,-,Sturdy,Weak Armor,280,55,75,85,25,25,15,0.5,0.5,2.0,2.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0
525,Boldore,5,rock,-,Sturdy,Weak Armor,390,70,105,105,50,40,20,0.5,0.5,2.0,2.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0
526,Gigalith,5,rock,-,Sturdy,Sand Stream,515,85,135,130,60,80,25,0.5,0.5,2.0,2.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0
527,Woobat,5,psychic,flying,Unaware,Klutz,323,65,45,43,55,43,72,1.0,1.0,1.0,0.5,2.0,2.0,0.0,1.0,0.25,2.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0
528,Swoobat,5,psychic,flying,Unaware,Klutz,425,67,57,55,77,55,114,1.0,1.0,1.0,0.5,2.0,2.0,0.0,1.0,0.25,2.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0
529,Drilbur,5,ground,-,Sand Rush,Sand Force,328,60,85,40,30,45,68,1.0,1.0,2.0,2.0,0.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
530,Excadrill,5,ground,steel,Sand Rush,Sand Force,508,110,135,60,50,65,88,0.5,2.0,2.0,1.0,0.0,0.25,2.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,1.0,1.0,0.5,0.5
531,Audino,5,normal,-,Healer,Regenerator,545,103,60,126,80,126,50,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
532,Timburr,5,fighting,-,Guts,Sheer Force,305,75,80,55,25,35,35,1.0,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.5,1.0,2.0,1.0
533,Gurdurr,5,fighting,-,Guts,Sheer Force,405,85,105,85,40,50,40,1.0,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.5,1.0,2.0,1.0
534,Conkeldurr,5,fighting,-,Guts,Sheer Force,505,105,140,95,55,65,45,1.0,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.5,1.0,2.0,1.0
535,Tympole,5,water,-,Swift Swim,Hydration,294,50,50,40,50,40,64,1.0,0.5,0.5,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
536,Palpitoad,5,water,ground,Swift Swim,Hydration,384,75,65,55,65,55,69,1.0,0.5,1.0,4.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0
537,Seismitoad,5,water,ground,Swift Swim,Poison Touch,509,105,95,75,85,75,74,1.0,0.5,1.0,4.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0
538,Throh,5,fighting,-,Guts,Inner Focus,465,120,100,85,30,85,45,1.0,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.5,1.0,2.0,1.0
539,Sawk,5,fighting,-,Sturdy,Inner Focus,465,75,125,75,30,75,85,1.0,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.5,1.0,2.0,1.0
540,Sewaddle,5,bug,grass,Swarm,Chlorophyll,310,45,53,70,40,60,42,1.0,4.0,0.5,0.25,0.5,2.0,0.25,4.0,0.5,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
541,Swadloon,5,bug,grass,Leaf Guard,Chlorophyll,380,55,63,90,50,80,42,1.0,4.0,0.5,0.25,0.5,2.0,0.25,4.0,0.5,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
542,Leavanny,5,bug,grass,Swarm,Chlorophyll,500,75,103,80,70,80,92,1.0,4.0,0.5,0.25,0.5,2.0,0.25,4.0,0.5,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
543,Venipede,5,bug,poison,Poison Point,Swarm,260,30,45,59,30,39,57,1.0,2.0,1.0,0.25,1.0,2.0,1.0,2.0,0.25,1.0,0.5,1.0,0.5,2.0,1.0,1.0,0.5,1.0
544,Whirlipede,5,bug,poison,Poison Point,Swarm,360,40,55,99,40,79,47,1.0,2.0,1.0,0.25,1.0,2.0,1.0,2.0,0.25,1.0,0.5,1.0,0.5,2.0,1.0,1.0,0.5,1.0
545,Scolipede,5,bug,poison,Poison Point,Swarm,485,60,100,89,55,69,112,1.0,2.0,1.0,0.25,1.0,2.0,1.0,2.0,0.25,1.0,0.5,1.0,0.5,2.0,1.0,1.0,0.5,1.0
546,Cottonee,5,grass,fairy,Prankster,Infiltrator,280,40,27,60,37,50,66,1.0,2.0,0.5,0.5,0.5,1.0,0.5,2.0,0.5,2.0,1.0,2.0,4.0,1.0,0.5,1.0,1.0,0.0
547,Whimsicott,5,grass,fairy,Prankster,Infiltrator,480,60,67,85,77,75,116,1.0,2.0,0.5,0.5,0.5,1.0,0.5,2.0,0.5,2.0,1.0,2.0,4.0,1.0,0.5,1.0,1.0,0.0
548,Petilil,5,grass,-,Chlorophyll,Own Tempo,280,45,35,50,70,50,30,1.0,2.0,0.5,0.5,0.5,1.0,0.5,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
549,Lilligant,5,grass,-,Chlorophyll,Own Tempo,480,70,60,75,110,75,90,1.0,2.0,0.5,0.5,0.5,1.0,0.5,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
550,Basculin,5,water,-,Reckless,Rock Head,460,70,92,65,80,55,98,1.0,0.5,0.5,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
551,Sandile,5,ground,dark,Intimidate,Moxie,292,50,72,35,35,35,65,1.0,1.0,2.0,2.0,0.0,0.5,1.0,1.0,2.0,2.0,2.0,1.0,0.5,0.0,0.5,0.5,2.0,1.0
552,Krokorok,5,ground,dark,Intimidate,Moxie,351,60,82,45,45,45,74,1.0,1.0,2.0,2.0,0.0,0.5,1.0,1.0,2.0,2.0,2.0,1.0,0.5,0.0,0.5,0.5,2.0,1.0
553,Krookodile,5,ground,dark,Intimidate,Moxie,519,95,117,80,65,70,92,1.0,1.0,2.0,2.0,0.0,0.5,1.0,1.0,2.0,2.0,2.0,1.0,0.5,0.0,0.5,0.5,2.0,1.0
554,Darumaka,5,fire,-,Hustle,Inner Focus,315,70,90,45,15,45,50,1.0,0.5,2.0,0.5,1.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.5,1.0
555,Darmanitan,5,fire,fire,Sheer Force,Zen Mode,540,105,30,105,140,105,55,1.0,0.5,2.0,0.5,1.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.5,1.0
556,Maractus,5,grass,-,Water Absorb,Chlorophyll,461,75,86,67,106,67,60,1.0,2.0,0.5,0.5,0.5,1.0,0.5,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
557,Dwebble,5,bug,rock,Sturdy,Shell Armor,325,50,65,85,35,35,55,0.5,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0
558,Crustle,5,bug,rock,Sturdy,Shell Armor,485,70,105,125,65,75,45,0.5,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0
559,Scraggy,5,dark,fighting,Shed Skin,Moxie,348,50,75,70,35,70,48,1.0,1.0,1.0,1.0,1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.25,0.5,4.0,1.0
560,Scrafty,5,dark,fighting,Shed Skin,Moxie,488,65,90,115,45,115,58,1.0,1.0,1.0,1.0,1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.25,0.5,4.0,1.0
561,Sigilyph,5,psychic,flying,Wonder Skin ,Magic Guard,490,72,58,80,103,80,97,1.0,1.0,1.0,0.5,2.0,2.0,0.0,1.0,0.25,2.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0
562,Yamask,5,ghost,-,Mummy,-,303,38,30,85,55,65,30,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5,1.0,0.5,1.0,2.0,2.0,1.0,1.0
563,Cofagrigus,5,ghost,-,Mummy,-,483,58,50,145,95,105,30,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5,1.0,0.5,1.0,2.0,2.0,1.0,1.0
564,Tirtouga,5,water,rock,Solid Rock,Sturdy,355,54,78,103,53,45,22,0.5,0.25,1.0,4.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
565,Carracosta,5,water,rock,Solid Rock,Sturdy,495,74,108,133,83,65,32,0.5,0.25,1.0,4.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
566,Archen,5,rock,flying,Defeatist,-,401,55,112,45,74,45,70,0.5,0.5,2.0,1.0,2.0,2.0,0.0,0.5,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0
567,Archeops,5,rock,flying,Defeatist,-,567,75,140,65,112,65,110,0.5,0.5,2.0,1.0,2.0,2.0,0.0,0.5,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0
568,Trubbish,5,poison,-,Stench,Sticky Hold,329,50,50,62,40,62,65,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,0.5,1.0
569,Garbodor,5,poison,-,Stench,Weak Armor,474,80,95,82,60,82,75,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,0.5,1.0
570,Zorua,5,dark,-,Illusion,-,330,40,65,40,80,40,65,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.5,0.5,2.0,1.0
571,Zoroark,5,dark,-,Illusion,-,510,60,105,60,120,60,105,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.5,0.5,2.0,1.0
572,Minccino,5,normal,-,Cute Charm,Technician,300,55,50,40,40,40,75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
573,Cinccino,5,normal,-,Cute Charm,Technician,470,75,95,60,65,60,115,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
574,Gothita,5,psychic,-,Frisk,Competitive,290,45,30,50,55,65,45,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0
575,Gothorita,5,psychic,-,Frisk,Competitive,390,60,45,70,75,85,55,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0
576,Gothitelle,5,psychic,-,Frisk,Competitive,490,70,55,95,95,110,65,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0
577,Solosis,5,psychic,-,Overcoat,Magic Guard,290,45,30,40,105,50,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0
578,Duosion,5,psychic,-,Overcoat,Magic Guard,370,65,40,50,125,60,30,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0
579,Reuniclus,5,psychic,-,Overcoat,Magic Guard,490,110,65,75,125,85,30,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0
580,Ducklett,5,water,flying,Keen Eye,Big Pecks,305,62,44,50,44,50,55,1.0,0.5,0.5,1.0,4.0,2.0,0.0,1.0,0.5,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0
581,Swanna,5,water,flying,Keen Eye,Big Pecks,473,75,87,63,87,63,98,1.0,0.5,0.5,1.0,4.0,2.0,0.0,1.0,0.5,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0
582,Vanillite,5,ice,-,Ice Body,Snow Cloak,305,36,50,50,65,60,44,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
583,Vanillish,5,ice,-,Ice Body,Snow Cloak,395,51,65,65,80,75,59,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
584,Vanilluxe,5,ice,-,Ice Body,Snow Warning,535,71,95,85,110,95,79,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
585,Deerling,5,normal,grass,Chlorophyll,Sap Sipper,335,60,60,50,40,50,75,1.0,2.0,0.5,0.5,0.5,1.0,0.5,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0
586,Sawsbuck,5,normal,grass,Chlorophyll,Sap Sipper,475,80,100,70,60,70,95,1.0,2.0,0.5,0.5,0.5,1.0,0.5,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0
587,Emolga,5,electric,flying,Static,Motor Drive,428,55,75,60,75,60,103,1.0,1.0,1.0,0.5,1.0,2.0,0.0,0.5,0.5,2.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0
588,Karrablast,5,bug,-,Swarm,Shed Skin,315,50,75,45,40,45,60,1.0,2.0,1.0,0.5,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
589,Escavalier,5,bug,steel,Swarm,Shell Armor,495,70,135,105,60,105,20,0.5,4.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.5,1.0,1.0,0.5,0.5
590,Foongus,5,grass,poison,Effect Spore,Regenerator,294,69,55,45,55,55,15,1.0,2.0,0.5,0.25,0.5,1.0,1.0,2.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0
591,Amoonguss,5,grass,poison,Effect Spore,Regenerator,464,114,85,70,85,80,30,1.0,2.0,0.5,0.25,0.5,1.0,1.0,2.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0
592,Frillish,5,water,ghost,Water Absorb,Cursed Body,335,55,40,50,65,85,40,0.0,0.5,0.5,2.0,2.0,1.0,1.0,1.0,0.0,0.5,0.5,0.5,0.5,1.0,2.0,2.0,1.0,1.0
593,Jellicent,5,water,ghost,Water Absorb,Cursed Body,480,100,60,70,85,105,60,0.0,0.5,0.5,2.0,2.0,1.0,1.0,1.0,0.0,0.5,0.5,0.5,0.5,1.0,2.0,2.0,1.0,1.0
594,Alomomola,5,water,-,Healer,Hydration,470,165,75,80,40,45,65,1.0,0.5,0.5,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
595,Joltik,5,bug,electric,Compoundeyes,Unnerve,319,50,47,50,57,50,65,1.0,2.0,1.0,0.5,0.5,2.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
596,Galvantula,5,bug,electric,Compoundeyes,Unnerve,472,70,77,60,97,60,108,1.0,2.0,1.0,0.5,0.5,2.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
597,Ferroseed,5,grass,steel,Iron Barbs,-,305,44,50,91,24,86,10,0.5,4.0,0.5,0.25,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.0,0.5,1.0,1.0,0.5,0.5
598,Ferrothorn,5,grass,steel,Iron Barbs,Anticipation,489,74,94,131,54,116,20,0.5,4.0,0.5,0.25,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.0,0.5,1.0,1.0,0.5,0.5
599,Klink,5,steel,-,Plus,Minus,300,40,55,70,45,60,30,0.5,2.0,1.0,0.5,1.0,0.5,2.0,0.5,2.0,0.5,0.5,0.5,0.0,0.5,1.0,1.0,0.5,0.5
600,Klang,5,steel,-,Plus,Minus,440,60,80,95,70,85,50,0.5,2.0,1.0,0.5,1.0,0.5,2.0,0.5,2.0,0.5,0.5,0.5,0.0,0.5,1.0,1.0,0.5,0.5
601,Klinklang,5,steel,-,Plus,Minus,520,60,100,115,70,85,90,0.5,2.0,1.0,0.5,1.0,0.5,2.0,0.5,2.0,0.5,0.5,0.5,0.0,0.5,1.0,1.0,0.5,0.5
602,Tynamo,5,electric,-,Levitate,-,275,35,55,40,45,40,60,1.0,1.0,1.0,1.0,0.5,1.0,2.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
603,Eelektrik,5,electric,-,Levitate,-,405,65,85,70,75,70,40,1.0,1.0,1.0,1.0,0.5,1.0,2.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
604,Eelektross,5,electric,-,Levitate,-,515,85,115,80,105,80,50,1.0,1.0,1.0,1.0,0.5,1.0,2.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
605,Elgyem,5,psychic,-,Telepathy,Synchronize,335,55,55,55,85,55,30,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0
606,Beheeyem,5,psychic,-,Telepathy,Synchronize,485,75,75,75,125,95,40,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0
607,Litwick,5,ghost,fire,Flash Fire,Flame Body,275,50,30,55,65,55,20,0.0,0.5,2.0,0.5,1.0,2.0,2.0,1.0,0.0,0.5,0.25,0.5,0.5,1.0,2.0,2.0,0.5,1.0
608,Lampent,5,ghost,fire,Flash Fire,Flame Body,370,60,40,60,95,60,55,0.0,0.5,2.0,0.5,1.0,2.0,2.0,1.0,0.0,0.5,0.25,0.5,0.5,1.0,2.0,2.0,0.5,1.0
609,Chandelure,5,ghost,fire,Flash Fire,Flame Body,520,60,55,90,145,90,80,0.0,0.5,2.0,0.5,1.0,2.0,2.0,1.0,0.0,0.5,0.25,0.5,0.5,1.0,2.0,2.0,0.5,1.0
610,Axew,5,dragon,-,Rivalry,Mold Breaker,320,46,87,60,30,40,57,1.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0
